Demand ID,Role Status,Region,Project Name,Project Type,Demand Received Date,Track,Location Shore,Primary Skill (Must have),Grade,Role Start Date,Role End Date,Number of FTE,Email,First Name,Last Name,Employment Details Hire Date,Work Region,Designation,Pay Grade,Competency,Onsite/ Offshore,Allocation Status,Skills,Employment ID
6288,Open,AMEA,"Hamilton, Davis and Allen",CEMS,4/14/2024,HCM,Onsite,Onboarding Journeys,G8,3/4/2025,3/11/2026,0.6,aaronwilliams@example.org,Gloria,Martinez,10/20/2020,NA,Consultant II,07-Grade 7,PRGM,Onsite,Freshers Training,PM,47537
5712,Staffed,NA,Jackson-Hernandez,Impl,12/19/2023,FIN,Onsite,"Core HR,Talent",T2,11/11/2025,5/8/2026,0.9,meverett@example.net,Rachel,Fisher,4/8/2021,NA,Consultant II,09-Grade 9,SCM,Onsite,Freshers Training,PM,59070
1508,Staffed,EUK,Clark-Smith,Impl,11/1/2024,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,7/27/2025,2/21/2026,0.9,michaelsosa@example.com,Lauren,Garcia,4/7/2023,CORPORATE,Associate Consultant,04-Grade 4,AD,Offshore,On Project - Fulltime,PM,97329
2786,Staffed,AMEA,Dixon Ltd,CEMS,9/29/2024,FIN,Onsite,Onboarding Journeys,G8,12/23/2024,10/4/2026,0.7,melissasanchez@example.net,Jeremy,Ross,7/5/2022,NA,Sr. Consultant II,T2-Programmer Trainee,HCM,Onsite,Freshers Training,"Core HR,Talent",74824
8984,Open,NA,Gomez-Powers,CEMS,2/28/2024,FIN,Onsite,Onboarding Journeys,G6,3/20/2025,7/19/2026,0.6,lharrison@example.org,Thomas,Nicholson,3/31/2023,NA,Manager II - Projects,07-Grade 7,PRGM,Offshore,On Project - Partial,"ORC,Talent",52425
1875,Open,NA,Ruiz-Fisher,Impl,9/19/2024,FIN,Offshore,Core HR & Payroll,G8,9/28/2025,7/25/2026,0.9,sheila20@example.org,Lisa,Hughes,3/1/2022,CORPORATE,Consultant I,10-Grade 9,HCM,Onsite,On Project - Partial,"ORC,Talent",60055
6929,Open,AMEA,"Burns, Young and Bender",Impl,1/3/2024,HCM,Offshore,"Core HR,Talent",T2,1/6/2025,7/2/2026,0.8,rmurphy@example.net,Jeffrey,Hernandez,2/20/2020,CORPORATE,Sr. Consultant II,T2-Programmer Trainee,AD,Offshore,On Project - Partial,PM,51815
6327,Staffed,NA,Everett Group,CEMS,10/17/2024,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,1/15/2025,9/3/2026,1,angela96@example.net,Lisa,Crosby,3/19/2021,UK/EUROPE - UK,Manager I - Delivery,T2-Programmer Trainee,AD,Offshore,On Project - Fulltime,"Core HR,Talent",89373
1058,Staffed,AMEA,Gonzalez-Flynn,CEMS,6/26/2024,HCM,Onsite,Core HR & Payroll,G5,6/1/2025,9/21/2026,1,karen92@example.org,Alisha,Mack,6/8/2021,CORPORATE,Associate Consultant,10-Grade 9,SCM,Onsite,Bench,PM,51442
7500,Staffed,NA,"Peck, Schmitt and Carter",Impl,3/8/2024,HCM,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,6/15/2025,1/30/2026,0.9,doylemitchell@example.com,Carl,Reyes,8/2/2024,UK/EUROPE - UK,Manager I - Delivery,05-Grade 5,PRGM,Offshore,Freshers Training,"ORC,Talent",38044
8570,Open,EUK,"Stewart, Morris and King",CEMS,5/23/2024,HCM,Offshore,Onboarding Journeys,G6,5/10/2025,4/13/2026,0.8,afields@example.org,Michael,Lyons,2/5/2023,AMEA - KSA,Consultant I,10-Grade 9,HCM,Offshore,On Project - Partial,"Core HR,ORC,Absence",71878
1765,Open,AMEA,Stone-Herring,Impl,5/24/2024,FIN,Offshore,Redwood HCM - Core HR and ORC,T2,12/17/2024,11/30/2026,0.5,campbelldavid@example.com,Christine,Gonzales,6/15/2021,UK/EUROPE - UK,Consultant I,05-Grade 5,SCM,Offshore,On Project - Partial,PM,19635
9716,Staffed,NA,"Turner, Rivas and Shea",CEMS,12/14/2024,HCM,Offshore,Redwood HCM - Core HR and ORC,G8,3/18/2025,10/19/2026,0.9,spatton@example.com,Carlos,Hill,12/10/2024,CORPORATE,Consultant II,10-Grade 9,PRGM,Offshore,Bench,"Core HR,Talent",74053
6177,Open,EUK,"Lopez, Lloyd and Rogers",Impl,11/22/2024,FIN,Onsite,"Core HR,Talent",G5,12/13/2025,10/16/2026,0.9,hayesdawn@example.org,Lisa,Dillon,7/6/2020,AMEA - KSA,Consultant I,09-Grade 9,SCM,Offshore,Freshers Training,SQL,93337
6469,Staffed,NA,"Stanley, Richardson and Turner",CEMS,8/28/2024,FIN,Offshore,Core HR & Payroll,G8,12/10/2025,1/28/2026,0.8,heather04@example.net,Angela,Collins,5/1/2023,CORPORATE,Manager I - Delivery,09-Grade 9,HCM,Offshore,Freshers Training,SQL,86593
2830,Open,AMEA,"Hall, Tran and Brown",Impl,6/6/2024,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G10,11/14/2025,11/24/2026,0.7,reidcindy@example.com,Michael,Lawrence,3/12/2020,AMEA - KSA,Consultant I,T2-Programmer Trainee,HCM,Offshore,On Project - Fulltime,PM,48455
4978,Staffed,NA,Woods Group,CEMS,3/28/2024,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,9/19/2025,8/23/2026,0.9,hopkinsgary@example.com,Mark,Miller,12/20/2020,AMEA - KSA,Consultant I,09-Grade 9,PRGM,Offshore,Freshers Training,"AP,AR",61201
9507,Open,NA,King-Winters,CEMS,11/13/2024,FIN,Onsite,Redwood HCM - Core HR and ORC,G5,10/12/2025,3/20/2026,0.6,nicholas70@example.com,Anne,Craig,2/15/2022,AMEA - KSA,Consultant II,05-Grade 5,AD,Onsite,Freshers Training,PM,86260
8396,Open,NA,"Cabrera, Harrison and Moore",Impl,10/8/2024,FIN,Offshore,"Core HR,Talent",G5,4/28/2025,3/23/2026,0.8,gregcollins@example.org,Patty,Collins,7/3/2021,UK/EUROPE - UK,Manager II - Projects,05-Grade 5,AD,Onsite,On Project - Partial,"Core HR,ORC,Absence",19831
1237,Open,AMEA,"Turner, Day and Barajas",CEMS,3/5/2024,FIN,Onsite,Redwood HCM - Core HR and ORC,T2,7/2/2025,4/10/2026,0.7,melissasanchez@example.net,Jeremy,Ross,7/5/2022,NA,Sr. Consultant II,T2-Programmer Trainee,HCM,Onsite,Freshers Training,"Core HR,Talent",74824
4384,Staffed,NA,"Villarreal, Savage and White",CEMS,9/20/2024,HCM,Onsite,Onboarding Journeys,G6,4/27/2025,6/15/2026,0.9,burnsrobert@example.org,Frank,Joseph,10/16/2021,CORPORATE,Consultant II,10-Grade 9,AD,Onsite,On Project - Partial,"Core HR,Talent",60261
7517,Staffed,EUK,Alvarado LLC,CEMS,3/5/2024,FIN,Offshore,"Core HR,Talent",G6,10/21/2025,3/26/2026,0.8,colinhenry@example.com,Courtney,Collins,4/30/2020,CORPORATE,Manager II - Projects,T2-Programmer Trainee,SCM,Onsite,Bench,"AP,AR",69590
8532,Open,NA,"Lewis, Hill and Peters",CEMS,10/2/2024,FIN,Onsite,"Core HR,Talent",G10,12/30/2024,1/8/2026,1,lbrown@example.com,Jared,Miller,1/9/2020,NA,Associate Consultant,T2-Programmer Trainee,HCM,Offshore,Freshers Training,"Core HR,Talent",21892
4754,Open,EUK,"Cobb, Gibson and Thomas",CEMS,4/6/2024,HCM,Onsite,"Core HR,Talent",T2,4/22/2025,2/16/2026,0.7,matthewgoodman@example.org,Karl,Peterson,9/14/2023,AMEA - KSA,Manager I - Delivery,07-Grade 7,ERP Finance,Onsite,Bench,SQL,55588
1305,Open,EUK,Hansen PLC,Impl,5/30/2024,HCM,Onsite,Core HR & Payroll,T2,3/19/2025,3/24/2026,0.9,mgarcia@example.org,Donna,Watson,12/5/2022,AMEA - KSA,Manager II - Projects,07-Grade 7,PRGM,Onsite,Bench,SQL,98962
1774,Open,NA,"Smith, Murray and Lopez",Impl,6/24/2024,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G8,11/9/2025,3/29/2026,0.6,rmurphy@example.net,Jeffrey,Hernandez,2/20/2020,CORPORATE,Sr. Consultant II,T2-Programmer Trainee,AD,Offshore,On Project - Partial,PM,51815
9615,Staffed,NA,Lewis-Hardin,Impl,4/2/2024,HCM,Onsite,"Core HR,Talent",G10,10/4/2025,9/11/2026,0.6,uthomas@example.org,Kimberly,Little,10/9/2021,UK/EUROPE - UK,Consultant II,05-Grade 5,PRGM,Offshore,On Project - Partial,PM,68098
4459,Staffed,AMEA,Miller Inc,CEMS,9/24/2024,HCM,Onsite,"Core HR,Talent",T2,7/1/2025,5/23/2026,0.7,stephenfreeman@example.net,Andrew,Sullivan,11/6/2024,AMEA - KSA,Consultant II,T2-Programmer Trainee,AD,Offshore,On Project - Fulltime,"AP,AR",77719
9434,Open,EUK,Perry Inc,Impl,8/22/2024,FIN,Offshore,"Core HR,Talent",G5,1/29/2025,8/24/2026,0.9,vincentmartin@example.org,David,Cole,5/5/2024,UK/EUROPE - UK,Consultant I,09-Grade 9,PRGM,Onsite,On Project - Fulltime,"Core HR,Talent",77105
9500,Staffed,EUK,Hoffman Inc,CEMS,2/1/2024,HCM,Offshore,Core HR & Payroll,T2,10/23/2025,12/15/2025,0.6,ahines@example.org,Hunter,Robertson,2/3/2024,AMEA - KSA,Sr. Consultant II,07-Grade 7,SCM,Offshore,Freshers Training,"Core HR,Talent",75296
7101,Staffed,NA,"Clay, Gonzalez and Nielsen",Impl,1/4/2024,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,11/20/2025,9/26/2026,0.9,alejandro91@example.net,Allison,Green,4/12/2021,CORPORATE,Associate Consultant,07-Grade 7,SCM,Onsite,Bench,"AP,AR",14690
9968,Open,NA,Curtis Ltd,CEMS,6/27/2024,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,1/12/2025,4/3/2026,0.7,robinsondanielle@example.net,Reginald,Mata,6/8/2022,AMEA - KSA,Consultant I,T2-Programmer Trainee,ERP Finance,Onsite,On Project - Partial,"Core HR,Talent",19815
6331,Open,AMEA,Clarke Ltd,CEMS,3/22/2024,HCM,Offshore,Onboarding Journeys,G10,5/13/2025,5/8/2026,0.6,jenniferrichards@example.org,Andrew,Lopez,5/2/2020,NA,Sr. Consultant II,04-Grade 4,SCM,Onsite,On Project - Partial,"Core HR,Talent",50608
3607,Open,NA,"Pruitt, Carrillo and Powell",Impl,10/24/2024,FIN,Offshore,Redwood HCM - Core HR and ORC,T2,4/30/2025,8/28/2026,0.9,lharrison@example.org,Thomas,Nicholson,3/31/2023,NA,Manager II - Projects,07-Grade 7,PRGM,Offshore,On Project - Partial,"ORC,Talent",52425
2731,Open,NA,"Cortez, Phelps and Wiggins",Impl,6/20/2024,FIN,Offshore,"Core HR,Talent",G5,7/14/2025,2/15/2026,0.6,greenlori@example.org,Charles,Diaz,7/20/2021,UK/EUROPE - UK,Consultant I,10-Grade 9,SCM,Onsite,On Project - Fulltime,"AP,AR",51851
7903,Open,AMEA,Brennan PLC,Impl,9/20/2024,HCM,Onsite,Core HR & Payroll,G6,3/1/2025,10/29/2026,0.7,vanessagarcia@example.com,Glenn,Davenport,4/11/2021,NA,Manager I - Delivery,10-Grade 9,PRGM,Onsite,Freshers Training,"Core HR,ORC,Absence",39072
8883,Open,NA,Reyes Group,CEMS,1/25/2024,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G10,10/27/2025,8/20/2026,1,gcoleman@example.net,Katherine,Holder,8/27/2021,AMEA - KSA,Consultant II,07-Grade 7,PRGM,Offshore,Freshers Training,"ORC,Talent",92849
5866,Open,AMEA,"Sanchez, Lewis and Moreno",CEMS,6/18/2024,HCM,Onsite,"Core HR,Talent",G8,5/1/2025,12/3/2026,0.8,gstevens@example.net,David,Hamilton,5/30/2024,UK/EUROPE - UK,Consultant I,09-Grade 9,ERP Finance,Onsite,On Project - Partial,PM,85765
3112,Open,NA,Walsh LLC,CEMS,12/8/2024,FIN,Onsite,Redwood HCM - Core HR and ORC,G8,5/16/2025,4/15/2026,0.5,ubates@example.net,Jodi,Lee,10/21/2020,UK/EUROPE - UK,Manager II - Projects,10-Grade 9,ERP Finance,Onsite,On Project - Partial,"ORC,Talent",90969
5624,Staffed,EUK,Phillips Group,CEMS,4/24/2024,HCM,Onsite,Core HR & Payroll,G6,8/18/2025,3/27/2026,0.9,pamela63@example.net,Charles,Baker,9/13/2022,AMEA - KSA,Associate Consultant,04-Grade 4,SCM,Onsite,Freshers Training,PM,13158
1952,Open,AMEA,Newton-Meyer,CEMS,12/12/2024,HCM,Onsite,Redwood HCM - Core HR and ORC,T2,11/26/2025,10/29/2026,0.8,martinezjoseph@example.org,Stephen,Merritt,12/24/2021,AMEA - KSA,Consultant II,10-Grade 9,PRGM,Offshore,On Project - Fulltime,"Core HR,ORC,Absence",88246
2175,Open,EUK,Hughes LLC,CEMS,11/12/2024,FIN,Offshore,Redwood HCM - Core HR and ORC,G8,1/27/2025,7/31/2026,1,lbrown@example.com,Jared,Miller,1/9/2020,NA,Associate Consultant,T2-Programmer Trainee,HCM,Offshore,Freshers Training,"Core HR,Talent",21892
2774,Staffed,NA,Brooks Group,CEMS,1/3/2024,HCM,Onsite,Redwood HCM - Core HR and ORC,G8,5/5/2025,4/23/2026,0.5,derrick79@example.org,Matthew,Browning,7/30/2023,AMEA - KSA,Associate Consultant,04-Grade 4,PRGM,Offshore,On Project - Fulltime,"ORC,Talent",22179
6286,Staffed,NA,"Allen, Chavez and Scott",Impl,7/27/2024,FIN,Offshore,Redwood HCM - Core HR and ORC,G6,6/7/2025,10/20/2026,0.7,rmurphy@example.net,Jeffrey,Hernandez,2/20/2020,CORPORATE,Sr. Consultant II,T2-Programmer Trainee,AD,Offshore,On Project - Partial,PM,51815
2165,Staffed,AMEA,Neal and Sons,Impl,7/5/2024,FIN,Onsite,Redwood HCM - Core HR and ORC,T2,12/22/2024,8/17/2026,0.8,zoe79@example.net,Brandon,Johnson,9/17/2021,UK/EUROPE - UK,Consultant II,07-Grade 7,SCM,Offshore,On Project - Fulltime,"ORC,Talent",13099
2615,Staffed,EUK,"Good, Stephens and Murphy",Impl,6/26/2024,FIN,Offshore,Core HR & Payroll,G5,6/2/2025,3/22/2026,0.7,krusso@example.com,Anna,Harris,7/3/2023,UK/EUROPE - UK,Consultant I,09-Grade 9,AD,Onsite,Bench,"Core HR,ORC,Absence",53375
1895,Staffed,AMEA,Andersen-Jennings,Impl,6/7/2024,HCM,Offshore,Onboarding Journeys,G6,9/1/2025,12/18/2025,0.8,danielsmith@example.com,Christopher,Larson,10/25/2024,CORPORATE,Consultant II,04-Grade 4,PRGM,Offshore,Bench,"AP,AR",40471
6072,Open,EUK,Stewart-Best,Impl,8/4/2024,HCM,Onsite,Core HR & Payroll,T2,10/12/2025,3/6/2026,1,frank26@example.com,Christopher,Willis,4/28/2021,UK/EUROPE - UK,Manager I - Delivery,T2-Programmer Trainee,SCM,Offshore,Freshers Training,PM,78244
9147,Open,NA,"Burgess, Mata and Short",Impl,9/2/2024,FIN,Onsite,Redwood HCM - Core HR and ORC,G10,3/7/2025,3/13/2026,0.6,ahines@example.org,Hunter,Robertson,2/3/2024,AMEA - KSA,Sr. Consultant II,07-Grade 7,SCM,Offshore,Freshers Training,"Core HR,Talent",75296
6748,Open,AMEA,Smith Inc,CEMS,11/1/2024,FIN,Offshore,Redwood HCM - Core HR and ORC,G6,6/2/2025,8/31/2026,0.7,jennifer46@example.com,Ashley,Vasquez,4/28/2020,AMEA - KSA,Manager II - Projects,10-Grade 9,SCM,Onsite,Freshers Training,PM,49716
1913,Staffed,EUK,Hobbs LLC,CEMS,10/20/2024,HCM,Offshore,Onboarding Journeys,G10,8/29/2025,2/5/2026,0.5,kdominguez@example.org,Linda,Meadows,11/16/2021,NA,Consultant II,10-Grade 9,HCM,Offshore,Bench,"Core HR,Talent",27709
8634,Open,NA,"Figueroa, Baird and Pugh",Impl,4/14/2024,FIN,Onsite,Redwood HCM - Core HR and ORC,G6,1/28/2025,3/18/2026,0.7,achavez@example.com,Thomas,Herman,11/6/2020,AMEA - KSA,Sr. Consultant II,T2-Programmer Trainee,ERP Finance,Offshore,Bench,"Core HR,ORC,Absence",34758
7255,Staffed,EUK,Spencer and Sons,Impl,10/26/2024,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,8/31/2025,8/15/2026,0.7,robertsonchristine@example.org,Patricia,Odom,6/18/2023,AMEA - KSA,Manager II - Projects,T2-Programmer Trainee,PRGM,Onsite,Freshers Training,"AP,AR",13295
5961,Open,NA,Allen-West,Impl,8/2/2024,HCM,Offshore,"Core HR,Talent",G5,12/10/2025,11/9/2026,0.6,matthew24@example.net,Michael,Clarke,4/9/2021,UK/EUROPE - UK,Manager I - Delivery,05-Grade 5,AD,Offshore,On Project - Partial,"AP,AR",26247
6743,Staffed,AMEA,Martinez Ltd,CEMS,5/5/2024,FIN,Offshore,Onboarding Journeys,G5,9/17/2025,5/25/2026,0.7,matthew38@example.net,Joshua,Hernandez,2/23/2023,CORPORATE,Manager II - Projects,04-Grade 4,PRGM,Onsite,Freshers Training,"ORC,Talent",79056
8167,Open,NA,Murphy-Brooks,Impl,11/25/2024,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G6,10/17/2025,5/11/2026,0.8,elliottjohn@example.net,Pamela,Thomas,1/21/2021,CORPORATE,Sr. Consultant II,10-Grade 9,ERP Finance,Onsite,Freshers Training,"ORC,Talent",25715
8740,Open,AMEA,"Turner, Schmidt and Anderson",Impl,2/12/2024,HCM,Offshore,"Core HR,Talent",G6,11/18/2025,10/30/2026,0.5,carrolledward@example.org,Destiny,Gonzalez,2/4/2020,CORPORATE,Consultant I,09-Grade 9,ERP Finance,Offshore,Freshers Training,SQL,95705
5571,Open,NA,Phillips and Sons,Impl,4/24/2024,FIN,Onsite,Core HR & Payroll,T2,3/13/2025,6/25/2026,0.7,shieldstyler@example.com,Shawn,Mclaughlin,2/2/2023,NA,Consultant II,09-Grade 9,AD,Onsite,Freshers Training,PM,12387
5738,Staffed,NA,"Ayala, Cohen and Zavala",CEMS,10/8/2024,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,10/7/2025,3/28/2026,0.6,bharris@example.net,Ryan,Colon,5/30/2023,AMEA - KSA,Manager II - Projects,07-Grade 7,ERP Finance,Offshore,On Project - Partial,PM,50278
9014,Open,EUK,Lee-Smith,CEMS,9/17/2024,HCM,Onsite,Onboarding Journeys,G6,12/1/2025,6/12/2026,0.6,adam64@example.net,Cory,Aguilar,4/29/2022,UK/EUROPE - UK,Sr. Consultant II,05-Grade 5,HCM,Onsite,On Project - Fulltime,PM,34375
1175,Open,NA,"Mathews, Todd and Norton",CEMS,4/25/2024,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,7/14/2025,10/10/2026,1,wedwards@example.com,Steven,Stewart,6/4/2024,NA,Manager II - Projects,07-Grade 7,PRGM,Onsite,On Project - Partial,"Core HR,ORC,Absence",61852
8421,Open,NA,"Thompson, Cunningham and Cook",Impl,1/18/2024,FIN,Offshore,Core HR & Payroll,G8,12/19/2024,2/11/2026,0.9,kdominguez@example.org,Linda,Meadows,11/16/2021,NA,Consultant II,10-Grade 9,HCM,Offshore,Bench,"Core HR,Talent",27709
9961,Open,EUK,Warren Group,CEMS,3/26/2024,FIN,Offshore,Onboarding Journeys,G8,5/23/2025,1/30/2026,0.6,mark88@example.net,Sabrina,Huang,12/13/2023,NA,Manager I - Delivery,T2-Programmer Trainee,PRGM,Offshore,Bench,"Core HR,ORC,Absence",29080
7753,Open,AMEA,Merritt-Cox,Impl,4/27/2024,HCM,Onsite,Redwood HCM - Core HR and ORC,G5,8/9/2025,4/6/2026,0.8,virginiataylor@example.net,Julie,Carroll,10/22/2024,NA,Manager II - Projects,T2-Programmer Trainee,AD,Onsite,On Project - Fulltime,"ORC,Talent",61609
7607,Staffed,NA,"Powers, Aguilar and Hawkins",Impl,2/23/2024,FIN,Offshore,Core HR & Payroll,G5,12/30/2024,2/9/2026,0.5,ubates@example.net,Jodi,Lee,10/21/2020,UK/EUROPE - UK,Manager II - Projects,10-Grade 9,ERP Finance,Onsite,On Project - Partial,"ORC,Talent",90969
3700,Staffed,AMEA,Hart Ltd,Impl,5/20/2024,HCM,Offshore,Redwood HCM - Core HR and ORC,G5,2/28/2025,9/12/2026,0.7,fconway@example.com,David,Baker,8/14/2024,CORPORATE,Manager II - Projects,04-Grade 4,SCM,Onsite,On Project - Partial,SQL,43788
4083,Staffed,EUK,Cole-Russell,Impl,8/12/2024,HCM,Offshore,Onboarding Journeys,G5,1/1/2025,11/13/2026,0.5,daniel20@example.net,Steven,Nguyen,5/8/2022,AMEA - KSA,Associate Consultant,10-Grade 9,SCM,Offshore,Freshers Training,"AP,AR",34734
